,ID,x,y,Time,size,CustomTime,CustomLocation,SubmissionTime,OsVersion,AppVersion,Language,EventDate,maxCZC,CZCfilteredout,TDiff,SubvsEventbad,Multi1,Multi2,Multi3,blacklisted,xr,yr,Timer,FILTEREDOUT,days,months,years,size_text,size_mm,size_number,Lat,Lon
171984,6B8E183D-E5E0-41EE-802B-FEAAD88CEDE2,681996,249117,2021-06-20 15:42:27.035000+00:00,12,FALSE,FALSE,2021-06-20 15:42:37.329000+00:00,ios-14.6,210527.1436.9923,de,21171,58.5,0,0.171566665172577,0,0,0,0,0,681500,249500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.38777851905864,8.524601966411915
171986,6B91EE3D-6A38-4D81-9990-9AC5E7E9E76A,564274,182573,2021-06-20 17:01:09.839000+00:00,10,FALSE,FALSE,2021-06-20 17:01:27.850000+00:00,ios-14.6,210527.1436.9923,fr,21171,45.5,0,0.3001833319664,0,0,0,0,0,564500,182500,2021-06-20 17:00:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.793359071509066,6.970706039462473
171988,6B9207D4-EB7C-4DA8-8967-1289DE46B5C2,666761,220423,2021-06-20 15:15:56+00:00,12,TRUE,TRUE,2021-06-20 17:42:35.036000+00:00,ios-14.6,210527.1436.9923,de,21171,62.5,0,146.650600000223,1,0,0,0,0,666500,220500,2021-06-20 15:15:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.13142532007403,8.318584014125197
172006,6BBC9E97-DFC1-4856-B1AF-26E5A72C10CA,677409,253928,2021-06-20 15:38:57.852000+00:00,12,FALSE,FALSE,2021-06-20 15:39:07.746000+00:00,ios-14.6,210527.1436.9923,de,21171,53.0,0,0.164900000890096,0,0,0,0,0,677500,253500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.43160066136392,8.464690689428592
172021,6BD51241-CCF4-482C-B728-C70311CE2DE5,684089,241566,2021-06-20 15:26:24+00:00,12,TRUE,FALSE,2021-06-21 04:27:11.999000+00:00,ios-14.6,210527.1436.9923,fr,21171,59.5,0,780.799983334541,1,0,0,0,0,684500,241500,2021-06-20 15:25:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.31960546631458,8.55090110648981
172026,6BD96D09-894F-46A4-83CF-0E5390F962E1,570654,162569,2021-06-20 13:01:37.035000+00:00,12,FALSE,FALSE,2021-06-20 13:01:41.869000+00:00,ios-12.1.4,210527.1436.9923,fr,21171,66.5,0,0.080566664536794,0,0,0,0,0,570500,162500,2021-06-20 13:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.61372840529686,7.055551353150574
172027,6BDB315E-5C8A-422C-91BE-20BD7AB007AF,583011,178963,2021-06-20 16:50:38.167000+00:00,12,FALSE,FALSE,2021-06-20 16:50:42.353000+00:00,ios-14.6,210527.1436.9923,fr,21171,63.0,0,0.0697666645050049,0,0,0,0,0,583500,178500,2021-06-20 16:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.76162997588687,7.216250652043821
172030,6BE4DE0A-D9FF-4351-B5B3-A02FB8529C54,581523,178930,2021-06-20 16:50:07.550000+00:00,11,FALSE,FALSE,2021-06-20 16:50:20.473000+00:00,ios-14.6,210513.1930.9922,de,21171,63.0,0,0.21538333495458,0,0,0,0,0,581500,178500,2021-06-20 16:50:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.76129333807528,7.196774268648541
172034,6BEC2264-2EB9-4CA7-87E3-AF822FA96EA2,686323,256971,2021-06-20 16:37:46.956000+00:00,13,FALSE,FALSE,2021-06-20 16:37:55.393000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.140616663297017,0,0,0,0,0,686500,256500,2021-06-20 16:40:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.45785804090499,8.583419458609695
172035,6BEE275E-F9B4-43F2-8951-2A00A131E34D,605793,184941,2021-06-20 19:13:32.434000+00:00,14,FALSE,FALSE,2021-06-20 19:14:59.274000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,1.44733333190282,0,0,0,0,0,605500,184500,2021-06-20 19:15:00+00:00,1,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,46.81559840627617,7.51454081692864
172046,6BFC42F1-1CC7-4C9E-935F-331E19E3E0A7,604336,189787,2021-06-20 13:48:12.796000+00:00,12,FALSE,FALSE,2021-06-20 13:48:46.661000+00:00,ios-14.6,210527.1436.9923,de,21171,63.5,0,0.564416666825612,0,0,0,0,0,604500,189500,2021-06-20 13:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.859200713049425,7.4954949549587155
172050,6C076BE8-96E8-430C-9157-CCCCB97DA930,613033,180845,2021-06-20 13:50:16.146000+00:00,13,FALSE,FALSE,2021-06-20 13:50:22.298000+00:00,ios-14.6,210527.1436.9923,de,21171,62.0,0,0.102533336480459,0,0,0,0,0,613500,180500,2021-06-20 13:50:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.77865174122636,7.609290558548225
172066,6C49439B-D380-4CF7-B421-CFEB138B32D0,729690,278805,2021-06-20 16:53:07.227000+00:00,10,FALSE,FALSE,2021-06-20 17:09:05.004000+00:00,ios-11.2.5,210301.1020.9911,de,21171,59.5,0,15.9629499991735,0,0,0,0,0,729500,278500,2021-06-20 16:55:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.647059395833764,9.164758534328136
172070,6C54F5A5-1188-4210-8AD9-019DFD657327,592486,185489,2021-06-20 13:44:50.586000+00:00,12,FALSE,FALSE,2021-06-20 13:44:55.276000+00:00,ios-14.6,210527.1436.9923,de,21171,56.0,0,0.078166667620341,0,0,0,0,0,592500,185500,2021-06-20 13:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.82050919855845,7.340169366094567
172089,6C70C9B0-AFB4-4A24-9FF1-78F73E61638B,681938,248291,2021-06-20 15:40:26.096000+00:00,12,FALSE,FALSE,2021-06-20 15:40:34.786000+00:00,ios-14.6,210527.1436.9923,de,21171,57.5,0,0.144833334287008,0,0,0,0,0,681500,248500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.380357212402316,8.52368264003585
172113,6CB2C490-41FB-4643-8A4C-E0A652B8AAC1,534827,107297,2021-06-20 15:49:45+00:00,12,TRUE,FALSE,2021-06-20 16:18:01.737000+00:00,ios-14.6,210527.1436.9923,fr,21171,60.0,0,28.2789499998093,0,0,0,0,0,534500,107500,2021-06-20 15:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.114012787419,6.595653319238034
172156,6D24C613-848C-41E2-8153-F98E4E92CEF3,613757,192391,2021-06-20 13:59:02.953000+00:00,12,FALSE,FALSE,2021-06-20 13:59:13.762000+00:00,ios-14.6,210527.1436.9923,de,21171,63.5,0,0.180150000254313,0,0,0,0,0,613500,192500,2021-06-20 14:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.88249718087747,7.619116835934639
172176,6D68A7B3-6AD9-4666-BB71-B6F4A37A0D3F,663722,211659,2021-06-20 16:13:24.278000+00:00,10,FALSE,FALSE,2021-06-20 16:13:26.724000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.0407666643460592,0,0,0,0,0,663500,211500,2021-06-20 16:15:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.05289780989738,8.277296896933757
172185,6D7B687B-F98A-4A92-B7EC-17CB45326257,640989,226608,2021-06-20 17:24:00.249000+00:00,14,FALSE,FALSE,2021-06-20 17:24:05.061000+00:00,ios-13.3.1,210527.1436.9923,de,21171,42.5,0,0.0802000006039937,0,0,0,0,0,640500,226500,2021-06-20 17:25:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.1891534566721,7.979467208352159
172199,6DA68AFF-BF26-464D-BE7A-D62946F5DEB0,546948,183207,2021-06-20 18:25:03.275000+00:00,10,FALSE,TRUE,2021-06-20 18:25:33.393000+00:00,ios-10.3.4,210527.1436.9923,fr,21171,,1,0.50196666320165,0,0,0,0,0,546500,183500,2021-06-20 18:25:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.79790433222502,6.7437112070305725
172210,6DB2F982-4EB8-450C-819D-1301DFB5C0CC,657326,220710,2021-06-20 14:51:20.361000+00:00,12,FALSE,FALSE,2021-06-20 14:51:29.914000+00:00,ios-14.6,210527.1436.9923,de,21171,64.0,0,0.159216666221619,0,0,0,0,0,657500,220500,2021-06-20 14:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.134890853940824,8.194269107116517
172228,6DCC0CD7-3073-45B1-9FEC-88239A1D740B,635125,240807,2021-06-20 14:50:26.931000+00:00,12,FALSE,FALSE,2021-06-20 14:50:41.257000+00:00,ios-14.6,210527.1436.9923,de,21171,46.0,0,0.238766666253408,0,0,0,0,0,635500,240500,2021-06-20 14:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.31720228673712,7.90320308122074
172229,6DCE791A-E4A5-4FB3-9CDF-6A30CE0FC151,506079,159968,2021-06-20 09:37:29.072000+00:00,12,FALSE,FALSE,2021-06-20 09:37:47.814000+00:00,ios-14.6,210527.1436.9923,fr,21171,,1,0.312366664409637,0,0,0,0,0,506500,159500,2021-06-20 09:35:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.58436611721514,6.213201013562562
172232,6DE135CD-349B-4421-97DB-CBE6F37F6D31,650452,211652,2021-06-20 14:39:10.204000+00:00,11,FALSE,TRUE,2021-06-20 14:39:38.385000+00:00,ios-14.6,210527.1436.9923,de,21171,62.0,0,0.469683333237966,0,0,0,0,0,650500,211500,2021-06-20 14:40:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.0539772418715,8.102654685741944
172244,6DF2BC78-0AF1-466C-B1BB-A6E3F11C90C2,650806,224432,2021-06-20 14:38:25.530000+00:00,12,FALSE,FALSE,2021-06-20 14:38:31.119000+00:00,ios-14.6,210527.1436.9923,de,21171,55.0,0,0.093149999777476,0,0,0,0,0,650500,224500,2021-06-20 14:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.16890063843031,8.10874919829782
172248,6DF3DEB5-88B8-4C10-9687-76B23018DEA9,687456,240861,2021-06-20 15:29:54.827000+00:00,10,FALSE,FALSE,2021-06-20 15:29:59.848000+00:00,ios-14.6,210527.1436.9923,de,21171,58.5,0,0.0836833357810974,0,0,0,0,0,687500,240500,2021-06-20 15:30:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.312827255897766,8.595293829628055
172254,6E0FF0EC-B834-4B39-B812-0E155FB7B1C7,506952,138051,2021-06-20 08:37:21.623000+00:00,10,FALSE,FALSE,2021-06-20 08:37:40.872000+00:00,ios-14.4.2,210527.1436.9923,fr,21171,,1,0.320816667874654,0,0,0,0,0,506500,138500,2021-06-20 08:35:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.38735515154709,6.2290047194656095
172265,6E32DE10-3DC0-4A5F-BBBF-1C37C719FAEB,598208,195864,2021-06-20 14:26:49.686000+00:00,10,FALSE,FALSE,2021-06-20 14:27:02.930000+00:00,ios-14.5.1,210527.1436.9923,de,21171,38.0,0,0.220733332633972,0,0,0,0,0,598500,195500,2021-06-20 14:25:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.913876010254256,7.415109453526965
172289,6E696CE1-AB6C-4999-8766-9988D14C5E9E,663909,216737,2021-06-20 14:59:39.344000+00:00,12,FALSE,FALSE,2021-06-20 14:59:59.809000+00:00,ios-14.6,210527.1436.9923,en,21171,64.0,0,0.341083331902822,0,0,0,0,0,663500,216500,2021-06-20 15:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.09855356288083,8.280474641944735
172294,6E6FC6A8-2E70-4857-89D6-FDC6B6880DB6,593224,232619,2021-06-20 17:04:00.185000+00:00,13,FALSE,FALSE,2021-06-20 17:04:08.874000+00:00,ios-14.4.2,210527.1436.9923,fr,21171,65.0,0,0.144816668828328,0,0,0,0,0,593500,232500,2021-06-20 17:05:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.244451926541764,7.349127737673641
172300,6E8FA94E-465E-4904-B052-D6D2AF3E4B2D,612647,181244,2021-06-20 13:48:35.288000+00:00,14,FALSE,FALSE,2021-06-20 13:48:52.531000+00:00,ios-14.6,210527.1436.9923,de,21171,62.0,0,0.287383329868317,0,0,0,0,0,612500,181500,2021-06-20 13:50:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,46.78224830228598,7.60424723297521
172304,6E9509A3-C890-420E-97DC-9D30B99C084A,708629,115117,2021-06-20 14:32:43.144000+00:00,12,FALSE,FALSE,2021-06-20 14:32:54.711000+00:00,ios-14.4,210527.1436.9923,it,21171,46.5,0,0.192783331871033,0,0,0,0,0,708500,115500,2021-06-20 14:35:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.17876089492501,8.845449583691659
172310,6E97D542-7076-4F49-AFA5-040BE70D84AC,585392,216554,2021-06-20 16:49:30.226000+00:00,12,FALSE,FALSE,2021-06-20 16:49:37.430000+00:00,ios-14.6,210527.1436.9923,de,21171,62.5,0,0.120066666603088,0,0,0,0,0,585500,216500,2021-06-20 16:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.09982388580684,7.246204014923798
172313,6E99F22B-44B5-4D0E-87FE-FA3B7F24A2BC,609510,191931,2021-06-20 13:58:33.646000+00:00,12,FALSE,FALSE,2021-06-20 13:58:47.040000+00:00,ios-14.6,210527.1436.9923,de,21171,63.0,0,0.223233334223429,0,0,0,0,0,609500,191500,2021-06-20 14:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.87843326517761,7.563389445316688
172315,6EA030A1-8CC3-4A50-991A-63170E88FB9D,693213,254210,2021-06-20 16:01:26.555000+00:00,12,FALSE,TRUE,2021-06-20 16:01:46.249000+00:00,ios-14.6,210527.1436.9923,en,21171,59.0,0,0.328233333428701,0,0,0,0,0,693500,254500,2021-06-20 16:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.432088391977345,8.674201940253758
172319,6EB2E51E-95AA-4BEA-B99A-F8B1101A1644,612758,183300,2021-06-20 14:23:53.682000+00:00,15,FALSE,FALSE,2021-06-20 14:24:03.189000+00:00,ios-14.6,210527.1436.9923,de,21171,55.5,0,0.158449999491374,0,0,0,0,0,612500,183500,2021-06-20 14:25:00+00:00,0,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,46.80074067290357,7.6057578327557565
172334,6EC2D286-21AE-42F8-A0F8-2B176BECF4CC,660343,218037,2021-06-20 14:51:40.985000+00:00,13,FALSE,FALSE,2021-06-20 14:51:59.162000+00:00,ios-14.6,210527.1436.9923,it,21171,64.0,0,0.302950000762939,0,0,0,0,0,660500,218500,2021-06-20 14:50:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.11058073223682,8.233678049598636
172339,6ECA9A05-694E-4011-AD1C-4F4BB5472014,674994,237936,2021-06-20 15:28:01.148000+00:00,14,FALSE,FALSE,2021-06-20 15:28:14.677000+00:00,ios-14.6,210527.1436.9923,de,21171,59.5,0,0.225483334064484,0,0,0,0,0,674500,237500,2021-06-20 15:30:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.28805497788763,8.430005386543208
172341,6ECBF34F-E017-4DEF-BCEE-9754DB29A3F2,580140,162318,2021-06-20 18:28:36.079000+00:00,15,FALSE,FALSE,2021-06-20 18:28:51.950000+00:00,ios-14.4.2,210527.1436.9923,de,21171,,1,0.264516667524974,0,0,0,0,0,580500,162500,2021-06-20 18:30:00+00:00,1,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,46.611821118057804,7.1793927367223125
172357,6EE20F2C-7719-42A3-803D-F1C7C6BDF464,679660,250652,2021-06-20 18:20:18.591000+00:00,11,FALSE,FALSE,2021-06-20 18:20:37.634000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.317383333047231,0,0,0,0,0,679500,250500,2021-06-20 18:20:00+00:00,1,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.40186997630776,8.493940518208491
172385,6F320FED-9921-4F32-AF20-FE7FAC4609A0,691165,263330,2021-06-20 16:10:20.817000+00:00,12,FALSE,FALSE,2021-06-20 16:10:29.284000+00:00,ios-14.2.1,210527.1436.9923,de,21171,56.5,0,0.141116666793823,0,0,0,0,0,691500,263500,2021-06-20 16:10:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.51439050294322,8.64892372106353
172390,6F3C401E-D626-49AF-BCC6-980075D2C6CD,678260,242610,2021-06-20 06:56:30.057000+00:00,12,FALSE,FALSE,2021-06-20 06:57:10.046000+00:00,ios-13.5.1,191008.1633.6,de,21171,,1,0.666483334700267,0,0,0,0,0,678500,242500,2021-06-20 06:55:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.32971212700456,8.473990318275638
172393,6F44F885-A79D-44BA-B8EB-40648E1C1435,681385,247997,2021-06-20 15:40:04.453000+00:00,11,FALSE,FALSE,2021-06-20 15:40:28.709000+00:00,ios-14.6,210527.1436.9923,de,21171,57.5,0,0.404266667366028,0,0,0,0,0,681500,247500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.37778169381528,8.516307041259207
172408,6F5EA1E2-21FD-4FFF-9354-C4E98DD42D32,680990,246582,2021-06-20 15:45:34.838000+00:00,13,FALSE,FALSE,2021-06-20 15:45:43.467000+00:00,ios-14.4,210301.1020.9911,de,21171,57.5,0,0.14381666580836,0,0,0,0,0,680500,246500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.36510466830323,8.510821200388587
172419,6F714735-28D4-417B-9841-0D48CFDF37C9,693526,258354,2021-06-20 15:47:29.253000+00:00,11,FALSE,FALSE,2021-06-20 15:47:59.367000+00:00,ios-14.6,200629.1631.297,de,21171,57.5,0,0.501900001366933,0,0,0,0,0,693500,258500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.46931062217484,8.679218631280772
172423,6F73B0D7-AFA9-4766-8C01-50A9A3317A8C,577820,178280,2021-06-20 16:40:30+00:00,12,TRUE,TRUE,2021-06-20 17:03:10.815000+00:00,ios-14.6,210527.1436.9923,fr,21171,63.0,0,22.6802500009537,0,0,0,0,0,577500,178500,2021-06-20 16:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.75533289759523,7.148334502257258
172428,6F816937-0297-457E-922E-DA03EEA12338,511852,145105,2021-06-20 16:22:03.824000+00:00,10,FALSE,FALSE,2021-06-20 16:22:07.611000+00:00,ios-14.6,210527.1436.9923,fr,21171,,1,0.0631166696548462,0,0,0,0,0,511500,145500,2021-06-20 16:20:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.451466199412444,6.291353192748546
172434,6F9233D9-D69C-41C2-8C17-8F04CA46DB15,534729,136520,2021-06-20 15:43:11+00:00,12,TRUE,FALSE,2021-06-20 15:57:36.144000+00:00,ios-14.6,210527.1436.9923,fr,21171,56.0,0,14.4190666675568,0,0,0,0,0,534500,136500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.37686638227123,6.590291224685267
172451,6FCD0317-CCF5-44DA-97A5-42E40CEEC5C4,607941,228106,2021-06-20 13:31:49.729000+00:00,13,FALSE,FALSE,2021-06-20 13:32:11.163000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.357233333587647,0,0,0,0,0,607500,228500,2021-06-20 13:30:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.203847784740596,7.543435330436671
172464,6FF0CAF6-DD60-470C-BC7D-469D1FB37B18,663113,216063,2021-06-20 15:00:04.497000+00:00,13,FALSE,FALSE,2021-06-20 15:00:27.575000+00:00,ios-14.6,210527.1436.9923,de,21171,64.0,0,0.384633334477743,0,0,0,0,0,663500,216500,2021-06-20 15:00:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.09256764082886,8.269896057734382
172467,6FF0CC6A-ADAB-4623-ADAA-AFB30608C94E,609865,201167,2021-06-20 14:04:11.892000+00:00,12,FALSE,TRUE,2021-06-20 14:04:35.505000+00:00,ios-14.6,210527.1436.9923,de,21171,56.5,0,0.393550002574921,0,0,0,0,0,609500,201500,2021-06-20 14:05:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.96150785527288,7.568245290779876
172482,6a13b3a7-e446-4e6c-88e8-033e0baa2764,550884,168810,2021-06-20 16:10:02.535000+00:00,12,FALSE,FALSE,2021-06-20 16:10:15.405000+00:00,,,fr,21171,62.5,0,0.214499998092651,0,0,0,0,0,550500,168500,2021-06-20 16:10:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.66870382855294,6.796812183066292
172496,6a2e671c-d8c3-46fb-84e3-077beb1cc889,656908,214981,2021-06-20 14:47:16.494000+00:00,12,FALSE,FALSE,2021-06-20 14:47:32.542000+00:00,,,de,21171,62.5,0,0.267466668287913,0,0,0,0,0,656500,214500,2021-06-20 14:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.083397548225236,8.188038725749387
172497,6a2e671c-d8c3-46fb-84e3-077beb1cc889,656908,214981,2021-06-20 14:50:12.481000+00:00,14,FALSE,FALSE,2021-06-20 14:50:26.928000+00:00,,,de,21171,62.5,0,0.240783333778381,0,0,0,0,0,656500,214500,2021-06-20 14:50:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.083397548225236,8.188038725749387
172531,6aa615ca-d3ca-4a98-ad5f-1f30f600461b,604754,252120,2021-06-20 17:04:31.799000+00:00,10,FALSE,TRUE,2021-06-20 17:04:46.161000+00:00,,,fr,21171,52.0,0,0.239366666475932,0,0,0,0,0,604500,252500,2021-06-20 17:05:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.41987001399187,7.501623263469779
172541,6ad0b75a-7ce8-4311-860a-8ff3fe4d75ec,587074,222606,2021-06-20 16:52:17.366000+00:00,11,FALSE,FALSE,2021-06-20 16:52:38.003000+00:00,,,en,21171,63.0,0,0.343950001398722,0,0,0,0,0,587500,222500,2021-06-20 16:50:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.15429577671006,7.268186019450552
172547,6ae3a00e-2bf9-4276-b132-fe763114b8a6,652178,225569,2021-06-20 15:23:32.092000+00:00,10,FALSE,FALSE,2021-06-20 15:23:51.457000+00:00,,,de,21171,45.5,0,0.322750000158946,0,0,0,0,0,652500,225500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.17902052879435,8.126976158903533
172574,6b3043fe-199d-4742-aba9-0f9be88be1d3,669673,255001,2021-06-20 14:26:32.404000+00:00,10,FALSE,TRUE,2021-06-20 14:26:36.810000+00:00,,,de,21171,,1,0.0734333316485087,0,0,0,0,0,669500,255500,2021-06-20 14:25:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.4421148542784,8.362326357752403
172606,6b768c74-fcc9-4c00-9507-6deee846a324,557033,213587,2021-06-20 13:17:21.671000+00:00,12,FALSE,FALSE,2021-06-20 13:17:43.605000+00:00,,,fr,21171,53.5,0,0.36556666692098,0,0,0,0,0,557500,213500,2021-06-20 13:15:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.0718997556299,6.872932654963615
172624,6b8b4a5e-9edd-41e5-ae28-af3d34e43e5b,615817,221594,2021-06-20 14:31:15.992000+00:00,13,FALSE,FALSE,2021-06-20 14:31:44.461000+00:00,,,de,21171,44.5,0,0.474483331044515,0,0,0,0,0,615500,221500,2021-06-20 14:30:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.14513337080913,7.647156952468555
172628,6b9176d4-3379-4342-b84a-882732f45788,661370,219827,2021-06-20 15:01:58.994000+00:00,12,FALSE,FALSE,2021-06-20 15:02:39.781000+00:00,,,de,21171,64.0,0,0.67978333234787,0,0,0,0,0,661500,219500,2021-06-20 15:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.12658633628331,8.247451326197922
172651,6be3eb58-67ec-492c-a06a-852b66df104a,599939,199766,2021-06-20 19:27:58.123000+00:00,15,FALSE,FALSE,2021-06-20 19:28:52.600000+00:00,,,fr,21171,,1,0.907949999968211,0,0,0,0,0,599500,199500,2021-06-20 19:30:00+00:00,1,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,46.94897789187862,7.43783118622356
172652,6be3eb58-67ec-492c-a06a-852b66df104a,599939,199766,2021-06-20 19:27:58.123000+00:00,15,FALSE,FALSE,2021-06-20 19:28:55.100000+00:00,,,fr,21171,,1,0.949616666634878,0,0,0,0,0,599500,199500,2021-06-20 19:30:00+00:00,1,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,46.94897789187862,7.43783118622356
172653,6be3eb58-67ec-492c-a06a-852b66df104a,599939,199766,2021-06-20 19:27:58.123000+00:00,15,FALSE,FALSE,2021-06-20 19:28:56.700000+00:00,,,fr,21171,,1,0.97628333568573,0,0,0,0,0,599500,199500,2021-06-20 19:30:00+00:00,1,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,46.94897789187862,7.43783118622356
172660,6bf161fc-6201-4dcc-b907-0db08cf75e72,652065,214732,2021-06-20 14:45:06.274000+00:00,11,FALSE,FALSE,2021-06-20 14:45:21.466000+00:00,,,de,21171,62.0,0,0.253200002511342,0,0,0,0,0,652500,214500,2021-06-20 14:45:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.081556025522616,8.124237107140901
172668,6c004ee7-0d87-4b64-abce-eef3f3653ff9,529011,159833,2021-06-20 15:06:58.093000+00:00,14,FALSE,FALSE,2021-06-20 15:07:19.218000+00:00,,,fr,21171,,1,0.352083333333333,0,0,0,0,0,529500,159500,2021-06-20 15:05:00+00:00,1,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,46.58598484597558,6.51239566406531
172679,6c2fd084-5690-4fea-8fb6-ff45fdaca029,694936,256594,2021-06-20 16:03:05.157000+00:00,12,FALSE,FALSE,2021-06-20 16:03:19.898000+00:00,,,de,21171,58.0,0,0.245683332284292,0,0,0,0,0,694500,256500,2021-06-20 16:05:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.45328119888937,8.697544131338958
