,ID,x,y,Time,size,CustomTime,CustomLocation,SubmissionTime,OsVersion,AppVersion,Language,EventDate,maxCZC,CZCfilteredout,TDiff,SubvsEventbad,Multi1,Multi2,Multi3,blacklisted,xr,yr,Timer,FILTEREDOUT,days,months,years,size_text,size_mm,size_number,Lat,Lon
200521,ef81e46d-8c21-4e18-a0d8-af855cd1e1ba,669637,238681,2021-06-20 15:17:42.226000+00:00,10,FALSE,FALSE,2021-06-20 15:17:49.535000+00:00,,,de,21171,59.5,0,0.12181666692098,0,0,0,0,0,669500,238500,2021-06-20 15:20:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.29534229708117,8.359311106579074
200522,ef81e46d-8c21-4e18-a0d8-af855cd1e1ba,669637,238681,2021-06-20 15:28:30.344000+00:00,12,FALSE,FALSE,2021-06-20 15:28:38.256000+00:00,,,de,21171,59.5,0,0.131866665681203,0,0,0,0,0,669500,238500,2021-06-20 15:30:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.29534229708117,8.359311106579074
200528,ef9600eb-0df7-4bf3-bf48-0cbe1a7016c7,605812,187602,2021-06-20 13:42:43.624000+00:00,12,FALSE,FALSE,2021-06-20 13:42:55.514000+00:00,,,de,21171,64.0,0,0.198166664441427,0,0,0,0,0,605500,187500,2021-06-20 13:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.83953484545657,7.514823236382067
200529,ef9600eb-0df7-4bf3-bf48-0cbe1a7016c7,605826,187603,2021-06-20 13:46:03.472000+00:00,13,FALSE,FALSE,2021-06-20 13:46:16.245000+00:00,,,de,21171,64.0,0,0.212883333365122,0,0,0,0,0,605500,187500,2021-06-20 13:45:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.8395437197782,7.515006773286033
200541,efb3b19c-4949-449c-b361-41d494df53de,681240,246339,2021-06-20 15:43:10.014000+00:00,13,FALSE,FALSE,2021-06-20 15:43:20.225000+00:00,,,en,21171,59.5,0,0.170183332761129,0,0,0,0,0,681500,246500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.36288849337824,8.51408635635009
200545,efc08ea8-212a-4288-ba3b-e74fadeb5374,669770,252315,2021-06-20 15:05:22.520000+00:00,11,FALSE,FALSE,2021-06-20 15:05:30.051000+00:00,,,en,21171,38.5,0,0.125516668955485,0,0,0,0,0,669500,252500,2021-06-20 15:05:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.41794810190791,8.36319275274802
200549,efded95c-0214-4e24-9ca7-3a77dd337756,669688,229117,2021-06-20 15:26:19.565000+00:00,13,FALSE,FALSE,2021-06-20 15:26:29.290000+00:00,,,de,21171,60.5,0,0.162083331743876,0,0,0,0,0,669500,229500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.2093187578239,8.358503383673634
200551,efdf76bc-4a42-487e-8e8c-668a56cb93b9,691342,250021,2021-06-20 15:51:54.972000+00:00,12,FALSE,FALSE,2021-06-20 15:52:02.064000+00:00,,,de,21171,61.5,0,0.118200000127157,0,0,0,0,0,691500,250500,2021-06-20 15:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.39467871858098,8.6485488764403
200581,f0670040-1f5c-4ef6-8679-f9d215cd0814,597507,181170,2021-06-20 13:15:52.254000+00:00,13,TRUE,TRUE,2021-06-20 16:14:35.389000+00:00,,,de,21171,66.5,0,178.718916666508,1,0,0,0,0,597500,181500,2021-06-20 13:15:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.78169648629952,7.405990054393013
200586,f0792d84-9f80-447c-b285-eb71cc93a5a9,614205,192207,2021-06-20 13:58:11.023000+00:00,13,FALSE,FALSE,2021-06-20 13:58:21.693000+00:00,,,de,21171,63.5,0,0.177833334604899,0,0,0,0,0,614500,192500,2021-06-20 14:00:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.8808326759178,7.624988584691481
200587,f07a7484-568c-47dd-8239-404cacc14fbc,563255,129701,2021-06-20 16:10:26.065000+00:00,14,TRUE,TRUE,2021-06-20 17:26:33.950000+00:00,,,fr,21171,64.5,0,76.1314166665077,1,0,0,0,0,563500,129500,2021-06-20 16:10:00+00:00,1,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,46.3176993613704,6.9615817842785574
200594,f0ae1bc0-f593-4e56-8c17-9794e462b11e,703470,112042,2021-06-20 15:16:15.767000+00:00,15,FALSE,FALSE,2021-06-20 15:16:25.716000+00:00,,,en,21171,46.0,0,0.165816668669383,0,0,0,0,0,703500,112500,2021-06-20 15:15:00+00:00,0,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,46.15191589631846,8.777971207464926
200624,f0f7c493-1547-4139-b866-eb9425cdea4b,623022,201791,2021-06-20 14:18:58.947000+00:00,12,FALSE,FALSE,2021-06-20 14:19:04.697000+00:00,,,de,21171,61.0,0,0.0958333333333333,0,0,0,0,0,623500,201500,2021-06-20 14:20:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.96679610402304,7.741141193566444
200658,f13a8e1b-ab96-4b67-973d-b40ec80ea7a2,606614,181996,2021-06-20 13:39:44.091000+00:00,12,FALSE,FALSE,2021-06-20 13:39:47.424000+00:00,,,de,21171,64.5,0,0.0555499990781148,0,0,0,0,0,606500,181500,2021-06-20 13:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.78909947322654,7.525256250235906
200660,f13a8e1b-ab96-4b67-973d-b40ec80ea7a2,606617,182004,2021-06-20 13:33:46.039000+00:00,12,FALSE,FALSE,2021-06-20 13:34:06.661000+00:00,,,de,21171,64.5,0,0.343699999650319,0,0,0,0,0,606500,182500,2021-06-20 13:35:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.789171406814894,7.525295654576947
200661,f13a8e1b-ab96-4b67-973d-b40ec80ea7a2,606619,182004,2021-06-20 13:43:46.963000+00:00,15,FALSE,FALSE,2021-06-20 13:43:53.717000+00:00,,,de,21171,64.5,0,0.11256666580836,0,0,0,0,0,606500,182500,2021-06-20 13:45:00+00:00,0,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,46.78917138714319,7.525321847809558
200664,f1427be1-2906-4d13-806c-b1c5c3754635,672698,237172,2021-06-20 15:33:06.665000+00:00,13,FALSE,FALSE,2021-06-20 15:33:21.084000+00:00,,,de,21171,59.5,0,0.24031666914622,0,0,0,0,0,672500,237500,2021-06-20 15:35:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.28144057252195,8.399532979348718
200690,f17c8b63-8bec-421c-a15e-a5df01cc9517,670694,234316,2021-06-20 15:24:47.244000+00:00,12,FALSE,FALSE,2021-06-20 15:25:42.429000+00:00,,,de,21171,60.5,0,0.919749999046326,0,0,0,0,0,670500,234500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.25597165299457,8.3725978733848
200691,f181342d-50f1-4e69-8551-20d5f4d958b2,682869,247202,2021-06-20 15:41:43.310000+00:00,12,FALSE,FALSE,2021-06-20 15:44:05.355000+00:00,,,de,21171,59.5,0,2.36741666793823,0,0,0,0,0,682500,247500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.37044698962574,8.535808117555428
200706,f1adcf4a-9ec1-4eef-be39-9e9223ab9708,677614,233123,2021-06-20 15:23:43.562000+00:00,13,FALSE,FALSE,2021-06-20 15:23:58.717000+00:00,,,de,21171,59.5,0,0.252583332856496,0,0,0,0,0,677500,233500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.24446508311794,8.46380533325049
200712,f1b90638-d76b-4d22-8b71-1b9316991c5b,571113,162096,2021-06-20 13:03:22.399000+00:00,12,TRUE,TRUE,2021-06-20 13:05:36.946000+00:00,,,fr,21171,66.5,0,2.24245000282923,0,0,0,0,0,571500,162500,2021-06-20 13:05:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.609493626604745,7.06157288292733
